Photo_Table::Web,CommonName,FileNameOrigin,PhotoID_pi,FileName,Image,File Name_origin,DateYear_pi,DateMonth_pi,DateDay_pi,FIleName_Old_pi,Date,Time,File Path,DateSeason_txt_pi,DateSeason#_pi,DateYearDay_pi,Photo_Desc_pi,EXIF_FN_cal_pi,EXIF_AV_cal_pi,EXIF_Exp_pi,EXIF_FocalLength_cal_pi,PhotoAltTitle,EXIF_ISO_pi,EXIF_SS_cal_pi,Keywords_pi,LocationID_pi,Species,CommonName_pi,Name_Individual_Plant_Nickname,Name#_Individual,PhotographerName_auto_pi,Camera_Make_pi,LocDesc_pi,LatinName_pi,Camera_Model_pi,LocName,Photo_verify_pi,Photo_verify_OK_pi,Species_Table::NameAlt1,Photo_View,Photo_Quality,EcoType,Photo_Repeatable,Photo_Comparison,LocElevation_pi,Lat,LocElevation_pi_calc_2,Weather_pi,FlowerPhase,Long,LocSlope_pi,Flower#_pi,LocAspect_pi,Flower%_pi,FacilitiesManagement_pi,Lat_Long_pi,LeafPhase,Leaf%_pi,WebGallery_Done?_pi,Canopy%_pi,Dead_or_Alive_pi,WebGalleryHTML_pi,FieldNotes_pi,Associated_PlantsID_pi,Invasive_PlantsID_pi,ToDo_pi,Associated_AnimalsID_pi,Associated_BirdsID_pi,Associated_PhenomenaID_pi,Flower_Phase#_pi,Leaf_Phase#_pi,CreatedBy_pi,CreatedBy_Date_pi,Species_Table::FlowerShape,Species_Table::FlowerPetal#,Species_Table::FlowerColour,ModifiedBy_pi,ModifiedBy_Date_pi,Species_Table::LeafShape,Species_Table::LeafPerStem#,NameNoExt,FileNameTb
,Largeleaf Maple,acma_fw_2014_07_02_IMG_3540.jpg,337,acma_fw_2014_07_02_IMG_3540_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/acma_fw_2014_07_02_IMG_3540_web.jpg,acma_fw_2014_07_02_IMG_3540.jpg,2014,7,2,3540,2014-07-02, 2:45:36 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/acma_fw_2014_07_02_IMG_3540_web.jpg,0,4,183,Maple cut during winter has leaved-out,3.5,3.61471,1100,4.5,"Largeleaf Maple, with Leaf Full, and ??, at Fraser Woods, 2014-07-02.",160,6.643856,,0,acma,Largeleaf Maple,,,Wendy Anthony,0,,0,280,Fraser Woods,,,,Individual,OK,Forest,,,,48.464605,,,??,-123.317067,,,,,,48.46460512,Leaf Full,,,,Alive,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/acma_fw_2014_07_02_IMG_3540_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/acma_fw_2014_07_02_IMG_3540_tb.jpg"" width=""180"" height=""135"" title=""Largeleaf Maple, with Leaf Full, and ??, at Fraser Woods, 2014-07-02."" alt=""Largeleaf Maple, with Leaf Full, and ??, at Fraser Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(fw)",Maple cut during winter has leaved-out,,,,,,,0,6,Wendy Anthony,2014-07-13,,,Yellow,Wendy Anthony,2014-07-13,,,acma_fw_2014_07_02_IMG_3540,acma_fw_2014_07_02_IMG_3540_tb.jpg
,Largeleaf Maple,acma_mv_2014_07_02_IMG_3669.jpg,277,acma_mv_2014_07_02_IMG_3669_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/acma_mv_2014_07_02_IMG_3669_web.jpg,acma_mv_2014_07_02_IMG_3669.jpg,2014,7,2,3669,2014-07-02, 5:42:27 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/acma_mv_2014_07_02_IMG_3669_web.jpg,0,4,183,,3.5,3.61471,130,4.5,"Largeleaf Maple, with Leaf Full, and ??, at Mystic Vale, 2014-07-02.",160,4.906891,,0,acma,Largeleaf Maple,,,Wendy Anthony,0,,0,280,Mystic Vale,,,,General,OK,Forest,,,3425,48.460638,68,,??,-123.306187,,,,,,48.46063812,Leaf Full,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/acma_mv_2014_07_02_IMG_3669_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/acma_mv_2014_07_02_IMG_3669_tb.jpg"" width=""180"" height=""135"" title=""Largeleaf Maple, with Leaf Full, and ??, at Mystic Vale, 2014-07-02."" alt=""Largeleaf Maple, with Leaf Full, and ??, at Mystic Vale, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(mv)",,,,,,,,0,6,Wendy Anthony,2014-07-13,,,Yellow,Wendy Anthony,2014-07-13,,,acma_mv_2014_07_02_IMG_3669,acma_mv_2014_07_02_IMG_3669_tb.jpg
,Largeleaf Maple,acma_swrr_2014_07_02_IMG_3904.jpg,294,acma_swrr_2014_07_02_IMG_3904_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/acma_swrr_2014_07_02_IMG_3904_web.jpg,acma_swrr_2014_07_02_IMG_3904.jpg,2014,7,2,3904,2014-07-02, 6:32:38 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/acma_swrr_2014_07_02_IMG_3904_web.jpg,0,4,183,,6.3,5.310704,160,4.5,"Largeleaf Maple, with Leaf Full, and Fruit Ripe, at South Woods Ring Road, 2014-07-02.",160,5.906891,,0,acma,Largeleaf Maple,,,Wendy Anthony,0,,0,280,South Woods Ring Road,,,,Closeup,Good,Sidewalk Edge,,,631,48.460553,63,,Fruit Ripe,-123.31112,,,,,,48.46055312,Leaf Full,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/acma_swrr_2014_07_02_IMG_3904_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/acma_swrr_2014_07_02_IMG_3904_tb.jpg"" width=""180"" height=""135"" title=""Largeleaf Maple, with Leaf Full, and Fruit Ripe, at South Woods Ring Road, 2014-07-02."" alt=""Largeleaf Maple, with Leaf Full, and Fruit Ripe, at South Woods Ring Road, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(swrr)",,,,,,,,10,6,Wendy Anthony,2014-07-13,,,Yellow,Wendy Anthony,2014-07-13,,,acma_swrr_2014_07_02_IMG_3904,acma_swrr_2014_07_02_IMG_3904_tb.jpg
,Largeleaf Maple,acma_wcw_2010_03_23_IMG_8132.jpg,191,acma_wcw_2010_03_23_IMG_8132_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/acma_wcw_2010_03_23_IMG_8132_web.jpg,acma_wcw_2010_03_23_IMG_8132.jpg,2010,3,23,8132,2010-03-23, 3:39:48 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/acma_wcw_2010_03_23_IMG_8132_web.jpg,0,3,82,,4,4,1640,24.5,"Largeleaf Maple, with Leaf Opening, and Flower Bud Splits, at West Campus Way, 2010-03-23.",,9.321928,,0,acma,Largeleaf Maple,,,Wendy Anthony,0,,0,3,West Campus Way,,,,Individual,OK,Road Edge,,,,48.465472,,,Flower Bud Splits,-123.317713,,,,,,48.46547212,Leaf Opening,,,,,"<a name=""Spring2010""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/acma_wcw_2010_03_23_IMG_8132_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/acma_wcw_2010_03_23_IMG_8132_tb.jpg"" width=""180"" height=""135"" title=""Largeleaf Maple, with Leaf Opening, and Flower Bud Splits, at West Campus Way, 2010-03-23."" alt=""Largeleaf Maple, with Leaf Opening, and Flower Bud Splits, at West Campus Way, 2010-03-23."" class=""imgtb"" border=""1""></a><br>Mar 23, 2010<br>(wcw)",,,,,,,,3,4,Wendy Anthony,2014-07-13,,,Yellow,Wendy Anthony,2014-07-13,,,acma_wcw_2010_03_23_IMG_8132,acma_wcw_2010_03_23_IMG_8132_tb.jpg
,Largeleaf Maple,acma_wcw_2014_06_12_IMG_8131.jpg,8,acma_wcw_2014_06_12_IMG_8131_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/acma_wcw_2014_06_12_IMG_8131_web.jpg,acma_wcw_2014_06_12_IMG_8131.jpg,2014,6,12,8131,2014-06-12, 3:39:25 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/acma_wcw_2014_06_12_IMG_8131_web.jpg,0,3,163,,4,4,1640,24.5,"Largeleaf Maple, with Leaf Opening, and Flower Bud Open, at West Campus Way, 2014-06-12.",,9.321928,,0,acma,Largeleaf Maple,,,Wendy Anthony,0,,0,3,West Campus Way,,,,Group,OK,Road Edge,,,,48.465472,,,Flower Bud Open,-123.317713,,,,,,48.46547212,Leaf Opening,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/acma_wcw_2014_06_12_IMG_8131_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/acma_wcw_2014_06_12_IMG_8131_tb.jpg"" width=""180"" height=""135"" title=""Largeleaf Maple, with Leaf Opening, and Flower Bud Open, at West Campus Way, 2014-06-12."" alt=""Largeleaf Maple, with Leaf Opening, and Flower Bud Open, at West Campus Way, 2014-06-12."" class=""imgtb"" border=""1""></a><br>Jun 12, 2014<br>(wcw)",,,,,,,,4,4,Wendy Anthony,2014-07-13,,,Yellow,Wendy Anthony,2014-07-13,,,acma_wcw_2014_06_12_IMG_8131,acma_wcw_2014_06_12_IMG_8131_tb.jpg
,Licorice Root Fern,pogl_gom_2014_05_27_IMG_4002.jpg,112,pogl_gom_2014_05_27_IMG_4002_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4002_web.jpg,pogl_gom_2014_05_27_IMG_4002.jpg,2014,5,27,4002,2014-05-27, 2:29:02 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4002_web.jpg,0,3,147,,3.5,3.61471,130,4.5,"Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27.",320,4.906891,,0,pogl,Licorice Root Fern,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,,,,,,,2735,48.461147,54,,,-123.319478,,,,,,48.46114712,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4002_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4002_tb.jpg"" width=""180"" height=""135"" title=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,pogl_gom_2014_05_27_IMG_4002,pogl_gom_2014_05_27_IMG_4002_tb.jpg
,Licorice Root Fern,pogl_gom_2014_05_27_IMG_4005.jpg,113,pogl_gom_2014_05_27_IMG_4005_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4005_web.jpg,pogl_gom_2014_05_27_IMG_4005.jpg,2014,5,27,4005,2014-05-27, 2:29:16 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4005_web.jpg,0,3,147,,4.5,4.33985,160,13,"Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27.",800,5.906891,,0,pogl,Licorice Root Fern,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,,,,,,,2735,48.461153,54,,,-123.319478,,,,,,48.46115312,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4005_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4005_tb.jpg"" width=""180"" height=""135"" title=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,pogl_gom_2014_05_27_IMG_4005,pogl_gom_2014_05_27_IMG_4005_tb.jpg
,Licorice Root Fern,pogl_gom_2014_05_27_IMG_4007.jpg,114,pogl_gom_2014_05_27_IMG_4007_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4007_web.jpg,pogl_gom_2014_05_27_IMG_4007.jpg,2014,5,27,4007,2014-05-27, 2:29:48 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4007_web.jpg,0,3,147,,6.3,5.310704,140,65.6,"Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27.",800,5.321928,,0,pogl,Licorice Root Fern,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,,,,,,,54710,48.461262,54,,,-123.319412,,,,,,48.46126212,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4007_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4007_tb.jpg"" width=""180"" height=""135"" title=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,pogl_gom_2014_05_27_IMG_4007,pogl_gom_2014_05_27_IMG_4007_tb.jpg
,Licorice Root Fern,pogl_gom_2014_05_27_IMG_4014.jpg,115,pogl_gom_2014_05_27_IMG_4014_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4014_web.jpg,pogl_gom_2014_05_27_IMG_4014.jpg,2014,5,27,4014,2014-05-27, 2:30:25 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4014_web.jpg,0,3,147,,4,4,1250,4.5,"Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27.",160,7.965784,,0,pogl,Licorice Root Fern,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,,,,,,,56310,48.461253,56,,,-123.319437,,,,,,48.46125312,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4014_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4014_tb.jpg"" width=""180"" height=""135"" title=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,pogl_gom_2014_05_27_IMG_4014,pogl_gom_2014_05_27_IMG_4014_tb.jpg
,Licorice Root Fern,pogl_gom_2014_05_27_IMG_4018.jpg,116,pogl_gom_2014_05_27_IMG_4018_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4018_web.jpg,pogl_gom_2014_05_27_IMG_4018.jpg,2014,5,27,4018,2014-05-27, 2:30:53 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4018_web.jpg,0,3,147,,3.5,3.61471,1100,4.5,"Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27.",400,6.643856,,0,pogl,Licorice Root Fern,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,,,,,,,2825,48.46127,56,,,-123.319388,,,,,,48.46127012,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4018_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4018_tb.jpg"" width=""180"" height=""135"" title=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,pogl_gom_2014_05_27_IMG_4018,pogl_gom_2014_05_27_IMG_4018_tb.jpg
,Licorice Root Fern,pogl_gom_2014_05_27_IMG_4020.jpg,117,pogl_gom_2014_05_27_IMG_4020_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4020_web.jpg,pogl_gom_2014_05_27_IMG_4020.jpg,2014,5,27,4020,2014-05-27,2:31 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pogl_gom_2014_05_27_IMG_4020_web.jpg,0,3,147,,5,4.643856,160,19.6,"Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27.",800,5.906891,,0,pogl,Licorice Root Fern,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,,,,,,,56310,48.461278,56,,,-123.319363,,,,,,48.46127812,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4020_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/pogl_gom_2014_05_27_IMG_4020_tb.jpg"" width=""180"" height=""135"" title=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Licorice Root Fern, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,pogl_gom_2014_05_27_IMG_4020,pogl_gom_2014_05_27_IMG_4020_tb.jpg
,Maidenhair Fern,adpe_irmg_2014_07_04_IMG_4611.jpg,272,adpe_irmg_2014_07_04_IMG_4611_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/adpe_irmg_2014_07_04_IMG_4611_web.jpg,adpe_irmg_2014_07_04_IMG_4611.jpg,2014,7,4,4611,2014-07-04, 4:24:03 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/adpe_irmg_2014_07_04_IMG_4611_web.jpg,0,4,185,,4,4,140,4.5,"Maidenhair Fern, with Leaf Full, and ??, at Ian Ross Memorial Garden DTB, 2014-07-04.",80,5.321928,,0,adpe,Maidenhair Fern,,,Wendy Anthony,0,,0,280,Ian Ross Memorial Garden DTB,,,,Group,Overexposed,Sidewalk Edge,,,27910,48.464637,27,,??,-123.314703,,,,,,48.46463712,Leaf Full,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/adpe_irmg_2014_07_04_IMG_4611_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/adpe_irmg_2014_07_04_IMG_4611_tb.jpg"" width=""180"" height=""135"" title=""Maidenhair Fern, with Leaf Full, and ??, at Ian Ross Memorial Garden DTB, 2014-07-04."" alt=""Maidenhair Fern, with Leaf Full, and ??, at Ian Ross Memorial Garden DTB, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(irmg)",,,,,,,,0,6,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,adpe_irmg_2014_07_04_IMG_4611,adpe_irmg_2014_07_04_IMG_4611_tb.jpg
,Mock Orange,phle_fbm_2014_06_26_IMG_2873.jpg,242,phle_fbm_2014_06_26_IMG_2873_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/phle_fbm_2014_06_26_IMG_2873_web.jpg,phle_fbm_2014_06_26_IMG_2873.jpg,2014,6,26,2873,2014-06-26,11:08:36 AM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/phle_fbm_2014_06_26_IMG_2873_web.jpg,0,4,177,,3.5,3.61471,11000,4.5,"Mock Orange, with , and , at Fraser Building walk to McGill Rd, 2014-06-26.",320,9.965784,,0,phle,Mock Orange,,,Wendy Anthony,0,,0,280,Fraser Building walk to McGill Rd,,,,,,,,,2295,48.464928,45,,,-123.315855,,,,,,48.46492812,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/phle_fbm_2014_06_26_IMG_2873_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/phle_fbm_2014_06_26_IMG_2873_tb.jpg"" width=""180"" height=""135"" title=""Mock Orange, with , and , at Fraser Building walk to McGill Rd, 2014-06-26."" alt=""Mock Orange, with , and , at Fraser Building walk to McGill Rd, 2014-06-26."" class=""imgtb"" border=""1""></a><br>Jun 26, 2014<br>(fbm)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,phle_fbm_2014_06_26_IMG_2873,phle_fbm_2014_06_26_IMG_2873_tb.jpg
,Mock Orange,phle_fw_2014_03_22_IMG_5086.jpg,107,phle_fw_2014_03_22_IMG_5086_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/phle_fw_2014_03_22_IMG_5086_web.jpg,phle_fw_2014_03_22_IMG_5086.jpg,2014,3,22,5086,2014-03-22, 3:52:49 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/phle_fw_2014_03_22_IMG_5086_web.jpg,0,3,81,,4,4,130,4.5,"Mock Orange, with , and , at Fraser Woods, 2014-03-22.",160,4.906891,,0,phle,Mock Orange,,,Wendy Anthony,0,,0,280,Fraser Woods,,,,,,,,,3135,48.46448,62,,,-123.316658,,,,,,48.46448012,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/phle_fw_2014_03_22_IMG_5086_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/phle_fw_2014_03_22_IMG_5086_tb.jpg"" width=""180"" height=""135"" title=""Mock Orange, with , and , at Fraser Woods, 2014-03-22."" alt=""Mock Orange, with , and , at Fraser Woods, 2014-03-22."" class=""imgtb"" border=""1""></a><br>Mar 22, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,phle_fw_2014_03_22_IMG_5086,phle_fw_2014_03_22_IMG_5086_tb.jpg
,Mock Orange,phle_fw_2014_03_22_IMG_5102.jpg,108,phle_fw_2014_03_22_IMG_5102_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/phle_fw_2014_03_22_IMG_5102_web.jpg,phle_fw_2014_03_22_IMG_5102.jpg,2014,3,22,5102,2014-03-22, 3:57:14 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/phle_fw_2014_03_22_IMG_5102_web.jpg,0,3,81,,3.5,3.61471,160,4.5,"Mock Orange, with , and , at Fraser Woods, 2014-03-22.",400,5.906891,,0,phle,Mock Orange,,,Wendy Anthony,0,,0,280,Fraser Woods,,,,,,,,,2945,48.464513,58,,,-123.316747,,,,,,48.46451312,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/phle_fw_2014_03_22_IMG_5102_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/phle_fw_2014_03_22_IMG_5102_tb.jpg"" width=""180"" height=""135"" title=""Mock Orange, with , and , at Fraser Woods, 2014-03-22."" alt=""Mock Orange, with , and , at Fraser Woods, 2014-03-22."" class=""imgtb"" border=""1""></a><br>Mar 22, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,phle_fw_2014_03_22_IMG_5102,phle_fw_2014_03_22_IMG_5102_tb.jpg
,Mock Orange,phle_fw_2014_06_23_IMG_2069.jpg,243,phle_fw_2014_06_23_IMG_2069_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/phle_fw_2014_06_23_IMG_2069_web.jpg,phle_fw_2014_06_23_IMG_2069.jpg,2014,6,23,2069,2014-06-23, 1:09:49 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/phle_fw_2014_06_23_IMG_2069_web.jpg,0,4,174,,4,4,180,4.5,"Mock Orange, with , and , at Fraser Woods, 2014-06-23.",160,6.321928,,0,phle,Mock Orange,,,Wendy Anthony,0,,0,280,Fraser Woods,,,,,,,,,1695,48.464437,33,,,-123.316772,,,,,,48.46443712,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/phle_fw_2014_06_23_IMG_2069_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/phle_fw_2014_06_23_IMG_2069_tb.jpg"" width=""180"" height=""135"" title=""Mock Orange, with , and , at Fraser Woods, 2014-06-23."" alt=""Mock Orange, with , and , at Fraser Woods, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,phle_fw_2014_06_23_IMG_2069,phle_fw_2014_06_23_IMG_2069_tb.jpg
,Mock Orange,phle_fw_2014_06_23_IMG_2071.jpg,244,phle_fw_2014_06_23_IMG_2071_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/phle_fw_2014_06_23_IMG_2071_web.jpg,phle_fw_2014_06_23_IMG_2071.jpg,2014,6,23,2071,2014-06-23, 1:09:59 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/phle_fw_2014_06_23_IMG_2071_web.jpg,0,4,174,,4.5,4.33985,160,15,"Mock Orange, with , and , at Fraser Woods, 2014-06-23.",160,5.906891,,0,phle,Mock Orange,,,Wendy Anthony,0,,0,280,Fraser Woods,,,,,,,,,1695,48.46458,33,,,-123.31682,,,,,,48.46458012,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/phle_fw_2014_06_23_IMG_2071_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/phle_fw_2014_06_23_IMG_2071_tb.jpg"" width=""180"" height=""135"" title=""Mock Orange, with , and , at Fraser Woods, 2014-06-23."" alt=""Mock Orange, with , and , at Fraser Woods, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,phle_fw_2014_06_23_IMG_2071,phle_fw_2014_06_23_IMG_2071_tb.jpg
